Twitter handle,Class,Count_Plan,Count_Actual,Done
SpaceX,Science / Technology,1200,827,TRUE
ScienceMagazine,Science / Technology,1200,850,TRUE
appleinsider,Science / Technology,1200,850,TRUE
9to5mac,Science / Technology,1200,850,TRUE
GoogleAI,Science / Technology,1200,807,TRUE
Nature,Science / Technology,1200,0,FALSE
GenomeBiology,Science / Technology,1200,0,FALSE
genomeresearch,Science / Technology,1200,0,FALSE
Astranis,Science / Technology,1200,0,FALSE
techreview,Science / Technology,1200,0,FALSE
MIT,Science / Technology,1200,0,FALSE
NASA_Technology,Science / Technology,1200,0,FALSE
NASAArmstrong,Science / Technology,1200,0,FALSE
NASASun,Science / Technology,1200,0,FALSE
LinusTech,Science / Technology,1200,0,FALSE
barstoolsports,Sports,500,500,TRUE
espn,Sports,500,500,TRUE
SportsCenter,Sports,500,500,TRUE
Sportsnet,Sports,500,500,TRUE
NFL,Sports,500,500,TRUE
KingJames,Sports,500,500,TRUE
MLB,Sports,500,500,TRUE
Cut4,Sports,500,500,TRUE
MLBONFOX,Sports,500,500,TRUE
MLBNetwork,Sports,500,500,TRUE
NHL,Sports,500,500,TRUE
FIFAcom,Sports,500,500,TRUE
Cristiano,Sports,500,500,TRUE
ChampionsLeague,Sports,500,500,TRUE
neymarjr,Sports,500,500,TRUE
imVkohli,Sports,500,500,TRUE
NBA,Sports,500,500,TRUE
realmadrid,Sports,500,500,TRUE
FCBarcelona,Sports,500,500,TRUE
CBSSports,Sports,500,500,TRUE
NBCSports,Sports,500,500,TRUE
BleacherReport,Sports,500,500,TRUE
StephenCurry30,Sports,500,500,TRUE
KDTrey5,Sports,500,500,TRUE
TomCruise,TV / movies,600,600,TRUE
TheRock,TV / movies,600,600,TRUE
MarvelStudios,TV / movies,600,600,TRUE
DisneyStudios,TV / movies,600,600,TRUE
netflix,TV / movies,600,600,TRUE
Oprah,TV / movies,600,600,TRUE
jimmyfallon,TV / movies,600,600,TRUE
JimmyKimmelLive,TV / movies,600,600,TRUE
SimonCowell,TV / movies,600,600,TRUE
ZacEfron,TV / movies,600,600,TRUE
ABCNetwork,TV / movies,600,600,TRUE
NBCNetwork,TV / movies,600,7,TRUE
CBS,TV / movies,600,600,TRUE
wbpictures,TV / movies,600,600,TRUE
UniversalPics,TV / movies,600,600,TRUE
20thcentury,TV / movies,600,600,TRUE
SonyPictures,TV / movies,600,600,TRUE
DisneyAnimation,TV / movies,600,600,TRUE
Pixar,TV / movies,600,600,TRUE
ParamountPics,TV / movies,600,600,TRUE
RottenTomatoes,TV / movies,600,600,TRUE
